;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 29.5.2020. 11:44:08
;----------------------------------------------

;Address Opcode 	ASM
0x1066	0x5C00      	SUBWF       R0, 0 
0x1068	0xE102      	BNZ         L__handle_button_increase_event40
0x106A	0x5001      	MOVF        R1, 0 
0x106C	0x08E8      	SUBLW       232
L__handle_button_increase_event40:
0x106E	0xE316      	BNC         L_handle_button_increase_event5
L__handle_button_increase_event28:
;buttons.c,31 :: 		actuator_value += increment;
0x1070	0x0E05      	MOVLW       5
0x1072	0x2451      	ADDWF       _actuator_value, 0 
0x1074	0x6E00      	MOVWF       R0 
0x1076	0x0E00      	MOVLW       0
0x1078	0x2052      	ADDWFC      _actuator_value+1, 0 
0x107A	0x6E01      	MOVWF       R1 
0x107C	0xF051C000  	MOVFF       R0, _actuator_value
0x1080	0xF052C001  	MOVFF       R1, _actuator_value+1
;buttons.c,32 :: 		DAC_Output(convert_percentage_to_actuator(actuator_value));
0x1084	0xF09CC000  	MOVFF       R0, FARG_convert_percentage_to_actuator_percentage
0x1088	0xF09DC001  	MOVFF       R1, FARG_convert_percentage_to_actuator_percentage+1
0x108C	0xF002ECE7  	CALL        _convert_percentage_to_actuator, 0
0x1090	0xF09CC000  	MOVFF       R0, FARG_DAC_Output_valueDAC
0x1094	0xF09DC001  	MOVFF       R1, FARG_DAC_Output_valueDAC+1
0x1098	0xF003EC33  	CALL        _DAC_Output, 0
;buttons.c,33 :: 		}
L_handle_button_increase_event5:
;buttons.c,34 :: 		}
L_end_handle_button_increase_event:
0x109C	0x0012      	RETURN      0
; end of _handle_button_increase_event
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x109E	0xD010      	BRA         L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x10A0	0x0E80      	MOVLW       128
0x10A2	0x0100      	MOVLB       0
0x10A4	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x10A6	0xD01A      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x10A8	0x0EC0      	MOVLW       192
0x10AA	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x10AC	0xD017      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x10AE	0x0E94      	MOVLW       148
0x10B0	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x10B2	0xD014      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x10B4	0x0ED4      	MOVLW       212
0x10B6	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x10B8	0xD011      	BRA         L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x10BA	0x0E80      	MOVLW       128
0x10BC	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
;__Lib_Lcd.c,72 :: 		
0x10BE	0xD00E      	BRA         L_Lcd_Chr5
L_Lcd_Chr4:
0x10C0	0x0100      	MOVLB       0
0x10C2	0x5195      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x10C4	0x0A01      	XORLW       1
0x10C6	0xE0EC      	BZ          L_Lcd_Chr6
0x10C8	0x5195      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x10CA	0x0A02      	XORLW       2
0x10CC	0xE0ED      	BZ          L_Lcd_Chr7
0x10CE	0x5195      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x10D0	0x0A03      	XORLW       3
0x10D2	0xE0ED      	BZ          L_Lcd_Chr8
0x10D4	0x5195      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x10D6	0x0A04      	XORLW       4
0x10D8	0xE0ED      	BZ          L_Lcd_Chr9
0x10DA	0xD7EF      	BRA         L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x10DC	0x0596      	DECF        FARG_Lcd_Chr_column, 0, 1
0x10DE	0x6E00      	MOVWF       R0 
0x10E0	0x5195      	MOVF        FARG_Lcd_Chr_row, 0, 1
0x10E2	0x2600      	ADDWF       R0, 1 
0x10E4	0xF095C000  	MOVFF       R0, FARG_Lcd_Chr_row
;__Lib_Lcd.c,76 :: 		
0x10E8	0x807F      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,77 :: 		
0x10EA	0xF09EC000  	MOVFF       R0, FARG_Lcd_Cmd_out_char
0x10EE	0xF001EC6A  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,79 :: 		
0x10F2	0x907F      	BCF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,80 :: 		
0x10F4	0xF09EC097  	MOVFF       FARG_Lcd_Chr_out_char, FARG_Lcd_Cmd_out_char
0x10F8	0xF001EC6A  	CALL        _Lcd_Cmd, 0
;__Lib_Lcd.c,81 :: 		
0x10FC	0x807F      	BSF         __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x10FE	0x0012      	RETURN      0
; end of _Lcd_Chr
_Mul_32x32_FP:
;__Lib_MathDouble.c,1130 :: 		
;__Lib_MathDouble.c,1148 :: 		
0x1100	0x6A08      	CLRF        R8, 0
;__Lib_MathDouble.c,1149 :: 		
0x1102	0x6A09      	CLRF        R9, 0
;__Lib_MathDouble.c,1151 :: 		
0x1104	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1152 :: 		
0x1106	0x6207      	CPFSEQ      R7, 0
;__Lib_MathDouble.c,1153 :: 		
0x1108	0x6403      	CPFSGT      R3, 0
;__Lib_MathDouble.c,1154 :: 		
0x110A	0xF009EF05  	GOTO        MULJPRES032
;__Lib_MathDouble.c,1157 :: 		
0x110E	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1158 :: 		
0x1110	0x1806      	XORWF       R6, 0, 0
;__Lib_MathDouble.c,1159 :: 		
0x1112	0x6E0A      	MOVWF       R10, 0
;__Lib_MathDouble.c,1161 :: 		
0x1114	0x5007      	MOVF        R7, 0, 0
;__Lib_MathDouble.c,1162 :: 		
0x1116	0x2603      	ADDWF       R3, 1, 0
;__Lib_MathDouble.c,1163 :: 		
0x1118	0x0E7E      	MOVLW       126
;__Lib_MathDouble.c,1164 :: 		
0x111A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1165 :: 		
0x111C	0xF008EF96  	GOTO        MTUN32
;__Lib_MathDouble.c,1167 :: 		
0x1120	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1168 :: 		
0x1122	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_MathDouble.c,1169 :: 		
0x1124	0xF009EF0A  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1170 :: 		
0x1128	0xF008EF9A  	GOTO        MOK32
;__Lib_MathDouble.c,1172 :: 		
MTUN32:
;__Lib_MathDouble.c,1173 :: 		
0x112C	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,1174 :: 		
0x112E	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1175 :: 		
0x1130	0xF009EF0F  	GOTO        MULJPSETFUN32
;__Lib_MathDouble.c,1177 :: 		
MOK32:
;__Lib_MathDouble.c,1178 :: 		
0x1134	0x8E02      	BSF         R2, 7, 0
;__Lib_MathDouble.c,1179 :: 		
0x1136	0x8E06      	BSF         R6, 7, 0
;__Lib_MathDouble.c,1181 :: 		
0x1138	0xF00EC002  	MOVFF       R2, R14
;__Lib_MathDouble.c,1182 :: 		
0x113C	0xF00BC001  	MOVFF       R1, R11
;__Lib_MathDouble.c,1183 :: 		
0x1140	0xF00DC000  	MOVFF       R0, R13
;__Lib_MathDouble.c,1185 :: 		
0x1144	0x5000      	MOVF        R0, 0, 0
;__Lib_MathDouble.c,1186 :: 		
0x1146	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1187 :: 		
0x1148	0xF00CCFF4  	MOVFF       PRODH, R12
;__Lib_MathDouble.c,1189 :: 		
0x114C	0x5001      	MOVF        R1, 0, 0
;__Lib_MathDouble.c,1190 :: 		
0x114E	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1191 :: 		
0x1150	0xF000CFF4  	MOVFF       PRODH, R0
;__Lib_MathDouble.c,1192 :: 		
0x1154	0xF008CFF3  	MOVFF       PRODL, R8
;__Lib_MathDouble.c,1194 :: 		
0x1158	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1195 :: 		
0x115A	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1196 :: 		
0x115C	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1197 :: 		
0x115E	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1198 :: 		
0x1160	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1199 :: 		
0x1162	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1200 :: 		
0x1164	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1202 :: 		
0x1166	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1203 :: 		
0x1168	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1204 :: 		
0x116A	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1205 :: 		
0x116C	0x260C      	ADDWF       R12, 1, 0
;__Lib_MathDouble.c,1206 :: 		
0x116E	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1207 :: 		
0x1170	0x2208      	ADDWFC      R8, 1, 0
;__Lib_MathDouble.c,1208 :: 		
0x1172	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1209 :: 		
0x1174	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1211 :: 		
0x1176	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1212 :: 		
0x1178	0x0204      	MULWF       R4, 0
;__Lib_MathDouble.c,1213 :: 		
0x117A	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1214 :: 		
0x117C	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1215 :: 		
0x117E	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1216 :: 		
0x1180	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1217 :: 		
0x1182	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,1218 :: 		
0x1184	0x0205      	MULWF       R5, 0
;__Lib_MathDouble.c,1219 :: 		
0x1186	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,1220 :: 		
0x1188	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1221 :: 		
0x118A	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1222 :: 		
0x118C	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1223 :: 		
0x118E	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1224 :: 		
0x1190	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1225 :: 		
0x1192	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1227 :: 		
0x1194	0x500D      	MOVF        R13, 0, 0
;__Lib_MathDouble.c,1228 :: 		
0x1196	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1229 :: 		
0x1198	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1230 :: 		
0x119A	0x2608      	ADDWF       R8, 1, 0
;__Lib_MathDouble.c,1231 :: 		
0x119C	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1232 :: 		
0x119E	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1233 :: 		
0x11A0	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,1234 :: 		
0x11A2	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1235 :: 		
0x11A4	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1236 :: 		
0x11A6	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1238 :: 		
0x11A8	0x500B      	MOVF        R11, 0, 0
;__Lib_MathDouble.c,1239 :: 		
0x11AA	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1240 :: 		
0x11AC	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1241 :: 		
0x11AE	0x2600      	ADDWF       R0, 1, 0
;__Lib_MathDouble.c,1242 :: 		
0x11B0	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1243 :: 		
0x11B2	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1244 :: 		
0x11B4	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1245 :: 		
0x11B6	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1247 :: 		
0x11B8	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,1248 :: 		
0x11BA	0x0206      	MULWF       R6, 0
;__Lib_MathDouble.c,1249 :: 		
0x11BC	0x50F3      	MOVF        PRODL, 0, 0
;__Lib_MathDouble.c,1250 :: 		
0x11BE	0x2601      	ADDWF       R1, 1, 0
;__Lib_MathDouble.c,1251 :: 		
0x11C0	0x50F4      	MOVF        PRODH, 0, 0
;__Lib_MathDouble.c,1252 :: 		
0x11C2	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1254 :: 		
0x11C4	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,1255 :: 		
0x11C6	0xF008EFED  	GOTO        MROUND32
;__Lib_MathDouble.c,1256 :: 		
0x11CA	0x3608      	RLCF        R8, 1, 0
;__Lib_MathDouble.c,1257 :: 		
0x11CC	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,1258 :: 		
0x11CE	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,1259 :: 		
0x11D0	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,1260 :: 		
0x11D2	0x0603      	DECF        R3, 1, 0
;__Lib_MathDouble.c,1261 :: 		
0x11D4	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,1262 :: 		
0x11D6	0xF009EF0F  	GOTO        MULJPSETFUN32
;__Lib_MathDouble.c,1264 :: 		
MROUND32:
;__Lib_MathDouble.c,1267 :: 		
0x11DA	0xF009EF00  	GOTO        MUL32OK
;__Lib_MathDouble.c,1268 :: 		
0x11DE	0x80D8      	BSF         STATUS, 0, 0
;__Lib_MathDouble.c,1269 :: 		
0x11E0	0x0E80      	MOVLW       128
;__Lib_MathDouble.c,1270 :: 		
0x11E2	0x6408      	CPFSGT      R8, 0
;__Lib_MathDouble.c,1271 :: 		
0x11E4	0x3000      	RRCF        R0, 0, 0
;__Lib_MathDouble.c,1272 :: 		
0x11E6	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1273 :: 		
0x11E8	0x2200      	ADDWFC      R0, 1, 0
;__Lib_MathDouble.c,1274 :: 		
0x11EA	0x2201      	ADDWFC      R1, 1, 0
;__Lib_MathDouble.c,1275 :: 		
0x11EC	0x2202      	ADDWFC      R2, 1, 0
;__Lib_MathDouble.c,1277 :: 		
0x11EE	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,1278 :: 		
0x11F0	0xF009EF00  	GOTO        MUL32OK
;__Lib_MathDouble.c,1279 :: 		
0x11F4	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,1280 :: 		
0x11F6	0x3201      	RRCF        R1, 1, 0
;__Lib_MathDouble.c,1281 :: 		
0x11F8	0x3200      	RRCF        R0, 1, 0
;__Lib_MathDouble.c,1282 :: 		
0x11FA	0x4A03      	INFSNZ      R3, 1, 0
;__Lib_MathDouble.c,1283 :: 		
0x11FC	0xF009EF0A  	GOTO        MULJPSETFOV32
;__Lib_MathDouble.c,1285 :: 		
MUL32OK:
;__Lib_MathDouble.c,1286 :: 		
0x1200	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,1287 :: 		
0x1202	0x9E02      	BCF         R2, 7, 0
;__Lib_MathDouble.c,1289 :: 		
0x1204	0x0E00      	MOVLW       0
;__Lib_MathDouble.c,1290 :: 		
0x1206	0xF009EF12  	GOTO        MULEEE
;__Lib_MathDouble.c,1291 :: 		
MULJPRES032:
;__Lib_MathDouble.c,1292 :: 		
0x120A	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,1295 :: 		
0x120C	0xF002EC7F  	CALL        _RES032, 0
;__Lib_MathDouble.c,1297 :: 		
0x1210	0xF009EF12  	GOTO        MULEEE
;__Lib_MathDouble.c,1298 :: 		
MULJPSETFOV32:
;__Lib_MathDouble.c,1299 :: 		
0x1214	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,1302 :: 		
0x1216	0xF002EC86  	CALL        _SETFOV32, 0
;__Lib_MathDouble.c,1304 :: 		
0x121A	0xF009EF12  	GOTO        MULEEE
;__Lib_MathDouble.c,1305 :: 		
MULJPSETFUN32:
;__Lib_MathDouble.c,1306 :: 		
0x121E	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,1309 :: 		
0x1220	0xF002EC96  	CALL        _SETFUN32, 0
;__Lib_MathDouble.c,1311 :: 		
MULEEE:
;__Lib_MathDouble.c,1318 :: 		
L_end_Mul_32x32_FP:
0x1224	0x0012      	RETURN      0
; end of _Mul_32x32_FP
_SPI1_Init:
;__Lib_SPI_c345.c,23 :: 		
;__Lib_SPI_c345.c,24 :: 		
0x1226	0x0EFF      	MOVLW       _SPI1_Read
0x1228	0x0100      	MOVLB       0
0x122A	0x6F87      	MOVWF       _SPI_Rd_Ptr, 1
0x122C	0x0EFF      	MOVLW       hi_addr(_SPI1_Read)
0x122E	0x6F88      	MOVWF       _SPI_Rd_Ptr+1, 1
0x1230	0x0EFF      	MOVLW       FARG_SPI1_Read_buffer
0x1232	0x6F89      	MOVWF       _SPI_Rd_Ptr+2, 1
0x1234	0x0EFF      	MOVLW       hi_addr(FARG_SPI1_Read_buffer)
0x1236	0x6F8A      	MOVWF       _SPI_Rd_Ptr+3, 1
;__Lib_SPI_c345.c,25 :: 		
0x1238	0x0EC2      	MOVLW       _SPI1_Write
0x123A	0x6F8B      	MOVWF       _SPI_Wr_Ptr, 1
0x123C	0x0E02      	MOVLW       hi_addr(_SPI1_Write)
0x123E	0x6F8C      	MOVWF       _SPI_Wr_Ptr+1, 1
0x1240	0x0E9E      	MOVLW       FARG_SPI1_Write_data_
0x1242	0x6F8D      	MOVWF       _SPI_Wr_Ptr+2, 1
0x1244	0x0E00      	MOVLW       hi_addr(FARG_SPI1_Write_data_)
0x1246	0x6F8E      	MOVWF       _SPI_Wr_Ptr+3, 1
;__Lib_SPI_c345.c,27 :: 		
0x1248	0x9A94      	BCF         TRISC5_bit, BitPos(TRISC5_bit+0) 
;__Lib_SPI_c345.c,28 :: 		
0x124A	0x9694      	BCF         TRISC3_bit, BitPos(TRISC3_bit+0) 
;__Lib_SPI_c345.c,29 :: 		
0x124C	0x8894      	BSF         TRISC4_bit, BitPos(TRISC4_bit+0) 
;__Lib_SPI_c345.c,31 :: 		
0x124E	0x6AC6      	CLRF        SSPCON1 
;__Lib_SPI_c345.c,32 :: 		
0x1250	0x0E40      	MOVLW       64
0x1252	0x6EC7      	MOVWF       SSPSTAT 
;__Lib_SPI_c345.c,33 :: 		
0x1254	0x8AC6      	BSF         SSPCON1, 5 
;__Lib_SPI_c345.c,35 :: 		
L_end_SPI1_Init:
0x1256	0x0012      	RETURN      0
; end of _SPI1_Init
_convert_height_to_percentage:
;KosturPRO.c,75 :: 		int convert_height_to_percentage(int height)
;KosturPRO.c,78 :: 		return (height - min_height) * 1000L / (max_height - min_height);
0x1258	0x0E55      	MOVLW       85
0x125A	0x0100      	MOVLB       0
0x125C	0x5D8F      	SUBWF       FARG_convert_height_to_percentage_height, 0, 1
0x125E	0x6E00      	MOVWF       R0 
0x1260	0x0E00      	MOVLW       0
0x1262	0x5990      	SUBWFB      FARG_convert_height_to_percentage_height+1, 0, 1
0x1264	0x6E01      	MOVWF       R1 
0x1266	0x0E00      	MOVLW       0
0x1268	0xBE01      	BTFSC       R1, 7 
0x126A	0x0EFF      	MOVLW       255
0x126C	0x6E02      	MOVWF       R2 
0x126E	0x6E03      	MOVWF       R3 
0x1270	0x0EE8      	MOVLW       232
0x1272	0x6E04      	MOVWF       R4 
0x1274	0x0E03      	MOVLW       3
0x1276	0x6E05      	MOVWF       R5 
0x1278	0x0E00      	MOVLW       0
0x127A	0x6E06      	MOVWF       R6 
0x127C	0x0E00      	MOVLW       0
0x127E	0x6E07      	MOVWF       R7 
0x1280	0xF001ECA9  	CALL        _Mul_32x32_U, 0
0x1284	0x0EAA      	MOVLW       170
0x1286	0x6E04      	MOVWF       R4 
0x1288	0x0E03      	MOVLW       3
0x128A	0x6E05      	MOVWF       R5 
0x128C	0x0E00      	MOVLW       0
0x128E	0x6E06      	MOVWF       R6 
0x1290	0x6E07      	MOVWF       R7 
0x1292	0xF001ECD2  	CALL        _Div_32x32_S, 0
;KosturPRO.c,79 :: 		}
L_end_convert_height_to_percentage:
0x1296	0x0012      	RETURN      0
; end of _convert_height_to_percentage
___CC2DW:
;__Lib_System.c,21 :: 		
;__Lib_System.c,23 :: 		
_CC2DL_Loop1:
;__Lib_System.c,24 :: 		
0x1298	0x0009      	TBLRD*+
;__Lib_System.c,25 :: 		
0x129A	0xFFE6CFF5  	MOVFF       TABLAT, POSTINC1
;__Lib_System.c,26 :: 		
0x129E	0x0600      	DECF        R0, 1, 0
;__Lib_System.c,27 :: 		
0x12A0	0xE1FB      	BNZ         _CC2DL_Loop1
;__Lib_System.c,28 :: 		
0x12A2	0x0601      	DECF        R1, 1, 0
;__Lib_System.c,29 :: 		
0x12A4	0xE1F9      	BNZ         _CC2DL_Loop1
;__Lib_System.c,31 :: 		
L_end___CC2DW:
0x12A6	0x0012      	RETURN      0
; end of ___CC2DW
_lcd_show_height_percentage:
;lcd.c,6 :: 		void lcd_show_height_percentage(int height_percentage)
;lcd.c,8 :: 		LCD_Out(1, 1, "Height:");
0x12A8	0x0E01      	MOVLW       1
0x12AA	0x0100      	MOVLB       0
0x12AC	0x6F95      	MOVWF       FARG_Lcd_Out_row, 1
0x12AE	0x0E01      	MOVLW       1
0x12B0	0x6F96      	MOVWF       FARG_Lcd_Out_column, 1
0x12B2	0x0E65      	MOVLW       ?lstr1_lcd
0x12B4	0x6F97      	MOVWF       FARG_Lcd_Out_text, 1
0x12B6	0x0E00      	MOVLW       hi_addr(?lstr1_lcd)
0x12B8	0x6F98      	MOVWF       FARG_Lcd_Out_text+1, 1
0x12BA	0xDE67      	RCALL       _Lcd_Out
;lcd.c,9 :: 		if (height_percentage <= 1000)
0x12BC	0x0E80      	MOVLW       128
0x12BE	0x0A03      	XORLW       3
0x12C0	0x6E00      	MOVWF       R0 
0x12C2	0x0E80      	MOVLW       128
0x12C4	0x1990      	XORWF       FARG_lcd_show_height_percentage_height_percentage+1, 0, 1
0x12C6	0x5C00      	SUBWF       R0, 0 
0x12C8	0xE102      	BNZ         L__lcd_show_height_percentage7
0x12CA	0x518F      	MOVF        FARG_lcd_show_height_percentage_height_percentage, 0, 1
0x12CC	0x08E8      	SUBLW       232
L__lcd_show_height_percentage7:
0x12CE	0xE36F      	BNC         L_lcd_show_height_percentage0
;lcd.c,11 :: 		LCD_Chr(1, TENTHS, '0' + height_percentage % 10);
0x12D0	0x0E01      	MOVLW       1
0x12D2	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x12D4	0x0E0F      	MOVLW       15
0x12D6	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x12D8	0x0E0A      	MOVLW       10
0x12DA	0x6E04      	MOVWF       R4 
0x12DC	0x0E00      	MOVLW       0
0x12DE	0x6E05      	MOVWF       R5 
0x12E0	0xF000C08F  	MOVFF       FARG_lcd_show_height_percentage_height_percentage, R0
0x12E4	0xF001C090  	MOVFF       FARG_lcd_show_height_percentage_height_percentage+1, R1
0x12E8	0xDD82      	RCALL       _Div_16x16_S
0x12EA	0xF000C008  	MOVFF       R8, R0
0x12EE	0xF001C009  	MOVFF       R9, R1
0x12F2	0x5000      	MOVF        R0, 0 
0x12F4	0x0F30      	ADDLW       48
0x12F6	0x0100      	MOVLB       0
0x12F8	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x12FA	0xDED1      	RCALL       _Lcd_Chr
;lcd.c,12 :: 		LCD_Chr(1, DECIMAL_POINT, '.');
0x12FC	0x0E01      	MOVLW       1
0x12FE	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x1300	0x0E0E      	MOVLW       14
0x1302	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x1304	0x0E2E      	MOVLW       46
0x1306	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x1308	0xDECA      	RCALL       _Lcd_Chr
;lcd.c,13 :: 		LCD_Chr(1, UNITS, '0' + height_percentage / 10 % 10);
0x130A	0x0E01      	MOVLW       1
0x130C	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x130E	0x0E0D      	MOVLW       13
0x1310	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x1312	0x0E0A      	MOVLW       10
0x1314	0x6E04      	MOVWF       R4 
0x1316	0x0E00      	MOVLW       0
0x1318	0x6E05      	MOVWF       R5 
0x131A	0xF000C08F  	MOVFF       FARG_lcd_show_height_percentage_height_percentage, R0
0x131E	0xF001C090  	MOVFF       FARG_lcd_show_height_percentage_height_percentage+1, R1
0x1322	0xDD65      	RCALL       _Div_16x16_S
0x1324	0x0E0A      	MOVLW       10
0x1326	0x6E04      	MOVWF       R4 
0x1328	0x0E00      	MOVLW       0
0x132A	0x6E05      	MOVWF       R5 
0x132C	0xDD60      	RCALL       _Div_16x16_S
0x132E	0xF000C008  	MOVFF       R8, R0
0x1332	0xF001C009  	MOVFF       R9, R1
0x1336	0x5000      	MOVF        R0, 0 
0x1338	0x0F30      	ADDLW       48
0x133A	0x0100      	MOVLB       0
0x133C	0x6F97      	MOVWF       FARG_Lcd_Chr_out_char, 1
0x133E	0xDEAF      	RCALL       _Lcd_Chr
;lcd.c,14 :: 		LCD_Chr(1, TENS, '0' + height_percentage / 100 % 10);
0x1340	0x0E01      	MOVLW       1
0x1342	0x6F95      	MOVWF       FARG_Lcd_Chr_row, 1
0x1344	0x0E0C      	MOVLW       12
0x1346	0x6F96      	MOVWF       FARG_Lcd_Chr_column, 1
0x1348	0x0E64      	MOVLW       100
0x134A	0x6E04      	MOVWF       R4 
0x134C	0x0E00      	MOVLW       0
0x134E	0x6E05      	MOVWF       R5 
0x1350	0xF000C08F  	MOVFF       FARG_lcd_show_height_percentage_height_percentage, R0
0x1354	0xF001C090  	MOVFF       FARG_lcd_show_height_percentage_height_percentage+1, R1
0x1358	0xDD4A      	RCALL       _Div_16x16_S
0x135A	0x0E0A      	MOVLW       10
0x135C	0x6E04      	MOVWF       R4 
0x135E	0x0E00      	MOVLW       0
0x1360	0x6E05      	MOVWF       R5 
0x1362	0xDD45      	RCALL       _Div_16x16_S
0x1364	0xF000C008  	MOVFF       R8, R0
0x1368	0xF001C009  	MOVFF       R9, R1
0x136C	0x5000      	MOVF        R0, 0 
0x136E	0x0F30      	ADDLW       48
0x1370	0x0100      	MOVLB       0
